"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0045109","intermediate filament organization",14,-0.914457772339676,-2.35690817825291,9.36217754522842e-10,1.3954325631163e-06,1.2712851614047e-06,100,"tags=57%, list=3%, signal=56%","KRT5/KRT2/KRT14/KRT16/KRT10/KRT1/KRT6B/KRT9"
"GO:0098609","cell-cell adhesion",243,0.431274585936832,2.05642485501234,5.00389474864103e-10,1.3954325631163e-06,1.2712851614047e-06,469,"tags=30%, list=15%, signal=28%","CCN3/ITGB2/ITGAV/NT5E/ALCAM/IL6ST/TGFBR2/PLXNB2/PDGFRA/PTK7/ICAM5/EGFR/GPNMB/HLA-A/PCDHB2/CD81/ROBO1/NRCAM/ICAM1/CD44/CD276/HMGB1/COL14A1/MAPK7/PTPRM/PCDHGA11/PCDHB16/KIRREL1/CLSTN3/SCARF2/NECTIN1/CD46/VCAM1/PPM1F/PCDH18/PTPRS/CLIC1/PLAUR/NEGR1/JAM3/NLGN1/NECTIN2/HLA-E/CD55/ICAM2/ITGB5/LRP6/SERPINE2/ANXA2/NLGN2/CSK/PTPRF/TLN1/THBS4/MYL9/CEBPB/SPARCL1/PCDHB7/PLG/FAT1/GOLPH3/EFNB1/PCDHGB5/ROBO2/PVR/NEO1/ITGA1/ACTG1/SERPINF2/PCDHGC3/HAVCR2/EFNA5/FGA"
"GO:0043588","skin development",62,-0.641328774858457,-2.39539759158736,3.7209589150393e-09,3.69739284191072e-06,3.36844701782505e-06,144,"tags=24%, list=5%, signal=24%","FST/KRT5/KRT2/KRT14/COL1A1/COL5A2/COL1A2/KRT16/NAGLU/COL3A1/KRT10/COL5A3/KRT1/KRT6B/KRT9"
"GO:0045103","intermediate filament-based process",20,-0.812071518713438,-2.35097830632993,7.05921448473845e-08,3.00621691128647e-05,2.73876291287597e-05,100,"tags=40%, list=3%, signal=39%","KRT5/KRT2/KRT14/KRT16/KRT10/KRT1/KRT6B/KRT9"
"GO:0003279","cardiac septum development",29,0.703123606364129,2.22818745029399,1.11291734099483e-06,0.000414700824188199,0.000377806149969298,370,"tags=34%, list=12%, signal=31%","PLXND1/TGFBR2/PTK7/ROBO1/SEMA3C/ENG/NOTCH2/NRP1/NRP2/ROBO2"
"GO:0007416","synapse assembly",43,0.628639535770635,2.22958217244385,1.50346164145551e-06,0.000497979905908765,0.000453676144439208,462,"tags=40%, list=15%, signal=34%","PLXND1/PLXNB2/ICAM5/APP/PCDHB2/NRCAM/PCDHB16/CLSTN3/NECTIN1/PTPRS/NEGR1/SDCBP/NLGN1/NLGN2/ROBO2/THBS2/EFNA5"
"GO:0034329","cell junction assembly",116,0.457270329291713,1.97171338290709,2.59123449682051e-06,0.000772447003502195,0.000703724737031255,599,"tags=34%, list=19%, signal=28%","PLXND1/PLXNB2/ICAM5/APP/PCDHB2/CDC42/NRCAM/PCDHB16/CLSTN3/NECTIN1/COL16A1/PPM1F/PTPRS/NRP1/NEGR1/SDCBP/S100A10/JAM3/ACE/NLGN1/RAP1B/NLGN2/TLN1/THBS1/CAPZA1/CTTN/ROBO2/PDCD6IP/ACTG1/GREM1/THBS2/EFNA5/CDH11/PCDHB10/ITGA5/RHOC/MMP14/ROCK2/TLN2"
"GO:0030216","keratinocyte differentiation",33,-0.665014840749836,-2.16830703308048,8.19611668544488e-06,0.00222114762175556,0.00202353885631079,100,"tags=21%, list=3%, signal=21%","KRT5/KRT2/KRT14/KRT16/KRT10/KRT1/KRT6B"
"GO:0002181","cytoplasmic translation",118,-0.461468898596591,-1.91112617484765,1.94034935825446e-05,0.00452038988342352,0.00411822450934257,989,"tags=60%, list=31%, signal=43%","RPS16/RPL34/YTHDF2/RPS12/RPS3/RPS20/RPL10A/RPS13/RPS10/EIF2B3/RPS7/RPS27/RPL28/RPL31/RPL35A/RPS6/RPL30/RPL27/RPL38/RPL14/EIF3D/PABPC1/DHX9/RPS9/RPS18/RPL37/RPS2/YBX3/EIF3F/RPS26/RPL18/RPL26/EIF4A1/RPL39/RPS25/RPL21/CNBP/RPL13/RPL10/YBX1/RPS24/RPS8/EIF3E/RPL6/RPL7A/RPL8/FAU/RPL36/RPL29/EIF3K/RPL23/RPS15A/RPL4/EIF4A2/RPL3/RPL17/RPS5/RPL35/RPL24/RPL13A/RPS23/RPS29/RPL27A/RPL32/RPL23A/RPL37A/RPL9/RPL7/RPL36A/RPL18A/RPL19"
"GO:2000145","regulation of cell motility",278,0.338161184449366,1.65179408843591,2.43654671410255e-05,0.0048422305031598,0.00441143194553304,262,"tags=17%, list=8%, signal=17%","CCN3/PLXND1/ITGAV/DDR2/PDGFRB/TGFBR2/PLXNB2/ADGRA2/PDGFRA/PLXNA2/EGFR/GPNMB/APP/MCAM/CD81/PLXNA1/CDC42/ROBO1/SIN3A/ICAM1/HMGB1/RAC3/SEMA3C/ENG/LAMA1/RGN/PLAU/PTPRM/ADAMTS1/EPHA4/GAS6/LRP1/PDCD6/PPM1F/NRP1/IL1R1/CXCL8/STK24/RECK/GAS2L2/SDCBP/JAM3/ACE/SEMA7A/CAVIN1/SERPINE2"
"GO:0016477","cell migration",390,0.310096567435125,1.54640369286918,2.82383417464393e-05,0.00526115604663348,0.00479308695432983,376,"tags=18%, list=12%, signal=18%","CCN3/PLXND1/ITGB2/ITGAV/DDR2/PDGFRB/TGFBR2/PLXNB2/ADGRA2/PDGFRA/PTK7/PLXNA2/EGFR/GPNMB/APP/MCAM/CD81/HSP90AA1/PLXNA1/CDC42/EPHB4/ROBO1/SIN3A/NRCAM/ICAM1/CD44/CSPG4/HMGB1/RAC3/SEMA3C/ENG/LAMA1/SCG2/PLAU/PTPRM/ADAMTS1/EPHA4/GAS6/BSG/LRP1/GPC1/PDCD6/VCAM1/PPM1F/NRP1/IL1R1/CXCL8/STK24/RECK/SDCBP/JAM3/ACE/SEMA7A/ITGB5/SERPINE2/PTPRF/CAP1/DOCK5/THBS1/CD248/THBS4/NRP2/PLG/FAT1/GOLPH3/EFNB1/FGF7/GPC6/CTTN/PHB2/APOE"
"GO:0008544","epidermis development",69,-0.510897746410356,-1.93631449478344,3.96864279347585e-05,0.0065725134263064,0.0059877768462969,310,"tags=20%, list=10%, signal=19%","MACROH2A1/DKK1/CCN2/FST/KRT5/SVEP1/KRT2/KRT14/KRT16/NAGLU/KRT10/KRT1/KRT6B/KRT9"
"GO:0002456","T cell mediated immunity",23,0.683523162234553,2.06462855341675,6.88571294026851e-05,0.0103364723302416,0.00941686774555456,251,"tags=48%, list=8%, signal=44%","HLA-A/HLA-B/CD81/ICAM1/HMGB1/CD46/HLA-C/IL1R1/NECTIN2/HLA-E/CD55"
"GO:0040012","regulation of locomotion",288,0.331164662440274,1.61953516923197,6.93490260331537e-05,0.0103364723302416,0.00941686774555456,232,"tags=16%, list=7%, signal=16%","CCN3/PLXND1/ITGAV/DDR2/PDGFRB/TGFBR2/PLXNB2/ADGRA2/PDGFRA/PLXNA2/EGFR/GPNMB/APP/MCAM/CD81/PLXNA1/CDC42/ROBO1/SIN3A/ICAM1/HMGB1/RAC3/SEMA3C/ENG/LAMA1/SCG2/RGN/PLAU/PTPRM/ADAMTS1/EPHA4/GAS6/LRP1/PDCD6/PPM1F/NRP1/IL1R1/CXCL8/STK24/RECK/GAS2L2/SDCBP/JAM3/ACE/SEMA7A"
"GO:0022008","neurogenesis",361,0.311662628487155,1.54084435226022,8.10326808732852e-05,0.0115027819849173,0.0104794143685752,376,"tags=20%, list=12%, signal=20%","PLXND1/MME/DDR2/APLP2/SRSF1/ALCAM/TRAPPC9/IL6ST/PLXNB2/PTK7/PLXNA2/EGFR/APP/HSP90AA1/PLXNA1/CDC42/HSP90AB1/LDLR/ROBO1/SIN3A/NRCAM/CSPG4/HMGB1/RAC3/SEMA3C/LAMA1/PTPRM/EPHA4/TUBB3/UGDH/GAS6/NOTCH2/LRP1/MYRF/GPC1/NECTIN1/VCAM1/PTPRS/NRP1/NEDD4/TWF2/ZPR1/STK24/NAPA/NEGR1/S100A10/NOTCH3/ACE/NLGN1/SEMA7A/SNW1/LRP6/SERPINE2/EPHB6/ANXA2/NLGN2/CSK/PTPRF/CUL4B/MTR/SPINK5/NRP2/MXRA8/CEBPB/PCSK9/NRN1/STRAP/EFNB1/SPG11/CTTN/ROBO2/APOE"
"GO:0032989","cellular component morphogenesis",202,0.354782319593786,1.65662246760289,0.000104476788672166,0.0130957707125872,0.0119306797219142,376,"tags=22%, list=12%, signal=21%","PLXND1/APLP2/PDGFRB/ALCAM/PLXNB2/PDGFRA/PTK7/PLXNA2/APP/HSP90AA1/PLXNA1/CDC42/HSP90AB1/ROBO1/SIN3A/NRCAM/CD44/RAC3/SEMA3C/PTPRM/EPHA4/TUBB3/NRAP/NOTCH2/GPC1/NECTIN1/PTPRS/NRP1/NEDD4/TWF2/NOTCH3/NLGN1/NECTIN2/SEMA7A/SNX1/EPHB6/NRP2/MYL9/NRN1/EFNB1/SPG11/CTTN/ROBO2/APOE"
"GO:0040011","locomotion",321,0.320192534137061,1.57829529599188,0.000105433913821568,0.0130957707125872,0.0119306797219142,232,"tags=15%, list=7%, signal=16%","CCN3/PLXND1/ITGB2/ITGAV/DDR2/PDGFRB/TGFBR2/PLXNB2/ADGRA2/PDGFRA/PLXNA2/EGFR/GPNMB/APP/MCAM/CD81/PLXNA1/CDC42/ROBO1/SIN3A/ICAM1/HMGB1/RAC3/SEMA3C/ENG/LAMA1/SCG2/RGN/PLAU/PTPRM/ADAMTS1/EPHA4/GAS6/BSG/LRP1/PDCD6/VCAM1/PPM1F/NRP1/IL1R1/CXCL8/STK24/RECK/PLAUR/GAS2L2/SDCBP/JAM3/ACE/SEMA7A"
